property_id,city,neighborhood,property_type,bedrooms,bathrooms,living_area_sqft,lot_size_sqft,year_built,renovation_year,garage,basement,sale_year,sale_price
293,Lévis,Charny,Single Family,5,4,1868,9583,1956,2011,Yes,Yes,2024,494000
294,Saint-Jean-sur-Richelieu,Iberville,Single Family,4,2,1568,6912,1966,2006,Yes,Yes,2025,373000
295,Québec,Lebourgneuf,Condo,3,1,902,,1920,,No,No,2024,299000
296,Baie-Comeau,Baie-Comeau Centre,Condo,2,2,477,,1985,2019,No,No,2024,138000
297,Gatineau,Hull,Single Family,4,2,1743,14034,1998,2021,No,Yes,2025,780000
298,Sherbrooke,Fleurimont,Townhouse,4,2,1024,2128,2020,,Yes,No,2025,365000
299,Lévis,Charny,Condo,2,1,908,,1956,2020,No,No,2022,262000
300,Terrebonne,Terrebonne Ouest,Single Family,5,4,1362,8742,2020,,Yes,Yes,2022,593000
301,Saint-Jean-sur-Richelieu,Iberville,Single Family,3,4,1486,5353,1972,,Yes,Yes,2025,396000
302,Montréal,Saint-Léonard,Single Family,6,1,1591,5753,1984,,No,Yes,2025,632000
303,Québec,Vanier,Duplex,5,3,1874,4585,1989,,Yes,Yes,2024,515000
304,Québec,Lebourgneuf,Condo,2,1,483,,2004,,No,No,2025,270000
305,Québec,Sainte-Foy,Single Family,3,3,1518,5875,1984,2006,Yes,Yes,2024,435000
306,Repentigny,Repentigny Centre,Condo,1,2,618,,1989,,Yes,No,2023,418000
307,Brossard,Secteur A,Condo,2,1,811,,1976,,Yes,No,2024,468000
308,Terrebonne,Terrebonne Ouest,Single Family,2,1,1421,10522,1967,,No,Yes,2022,438000
309,Montréal,NDG,Single Family,4,4,1822,6619,2020,,No,Yes,2021,643000
310,Sherbrooke,Lennoxville,Single Family,4,2,1526,9161,1980,2016,Yes,Yes,2023,496000
311,Saint-Bruno-de-Montarville,Centre-Ville,Single Family,4,3,1133,5980,1979,,Yes,Yes,2025,528000
312,Brossard,Solar Uniquartier,Single Family,4,2,1119,13851,2008,,No,Yes,2022,471000
313,Saint-Bruno-de-Montarville,Centre-Ville,Single Family,4,2,1784,5967,1966,2010,Yes,Yes,2021,584000
314,Québec,Sillery,Duplex,3,3,1628,4934,2009,,Yes,Yes,2022,431000
315,Brossard,Secteur C,Condo,1,2,911,,2000,,Yes,No,2025,496000
316,Sherbrooke,Centre-Ville,Townhouse,2,2,1068,2566,1999,2019,Yes,No,2025,431000
317,Gatineau,Buckingham,Triplex,7,4,2251,4221,1984,2013,No,Yes,2022,612000
318,Brossard,Solar Uniquartier,Condo,2,2,588,,2004,,No,No,2025,434000
319,Montréal,Verdun,Triplex,8,6,2713,4858,1939,2016,No,No,2023,1125000
320,Québec,Lebourgneuf,Condo,3,2,710,,1972,,Yes,No,2024,363000
321,Sept-Îles,Sept-Îles Centre,Condo,2,1,977,,1973,2023,Yes,No,2024,225000
322,Montréal,Pointe-aux-Trembles,Condo,2,2,773,,1983,,Yes,No,2023,378000
323,Québec,Vanier,Condo,2,2,967,,1931,,No,No,2025,324000
324,Sherbrooke,Rock Forest,Condo,2,2,875,,2010,,No,No,2025,378000
325,Gatineau,Hull,Duplex,5,3,1786,6560,1987,,Yes,Yes,2023,600000
326,Montréal,Mercier,Single Family,4,1,1635,9966,1982,,Yes,Yes,2023,597000
327,Montréal,Mercier,Single Family,4,4,1778,7712,1980,,No,No,2025,774000
328,Val-d'Or,Val-d'Or Centre,Single Family,5,2,1723,7061,2020,,Yes,Yes,2024,332000
329,Montréal,Ahuntsic,Duplex,4,3,1681,4186,1976,2016,No,No,2023,629000
330,Montréal,Ahuntsic,Duplex,4,3,1983,3761,2000,,Yes,No,2022,819000
331,Dollard-des-Ormeaux,West Island,Single Family,4,3,1593,12116,2013,,Yes,Yes,2023,739000
332,Repentigny,Repentigny Centre,Single Family,3,2,1706,12452,1963,,Yes,No,2023,596000
333,Québec,Sainte-Foy,Single Family,5,2,1216,6454,1937,2018,Yes,No,2025,457000
334,Laval,Pont-Viau,Triplex,6,5,2312,4577,1975,,Yes,Yes,2024,966000
335,Gatineau,Buckingham,Condo,2,1,767,,1968,,No,No,2024,368000
336,Laval,Duvernay,Triplex,5,4,2967,6456,2002,,Yes,Yes,2025,1202000
337,Québec,Beauport,Condo,1,1,699,,2016,2023,No,No,2024,257000
338,Montréal,NDG,Townhouse,4,2,1027,3231,1919,2024,No,Yes,2025,426000
339,Saint-Jérôme,Bellefeuille,Condo,2,1,737,,1996,,No,No,2021,242000
340,Montréal,Villeray,Duplex,4,3,1656,6296,1957,,Yes,Yes,2021,634000
341,Longueuil,Saint-Hubert,Condo,2,1,638,,2009,2020,Yes,No,2025,539000
342,Longueuil,Le Vieux-Longueuil,Single Family,2,3,1979,10012,2012,,Yes,Yes,2024,859000
343,Québec,Beauport,Townhouse,3,2,1109,3296,1966,2010,Yes,Yes,2022,289000
344,Repentigny,Repentigny Centre,Duplex,4,4,1674,5246,1969,,No,Yes,2022,500000
345,Montréal,Ahuntsic,Townhouse,4,2,1126,2946,1960,2020,Yes,Yes,2021,308000
346,Baie-Comeau,Baie-Comeau Centre,Condo,2,2,600,,1970,,Yes,No,2023,136000
347,Trois-Rivières,Centre-Ville,Townhouse,4,2,1116,2518,1982,2024,Yes,Yes,2025,343000
348,Gatineau,Hull,Condo,2,1,676,,2015,,No,No,2022,469000
349,Laval,Duvernay,Single Family,6,3,1291,8808,1996,2016,No,Yes,2022,492000
350,Terrebonne,Terrebonne Ouest,Single Family,3,2,1057,4181,1980,2005,Yes,Yes,2025,553000
351,Laval,Pont-Viau,Single Family,3,2,1760,8551,1993,2021,Yes,Yes,2022,557000
352,Montréal,Saint-Léonard,Single Family,6,2,1926,7259,1955,,Yes,Yes,2022,620000
353,Montréal,Mercier,Single Family,4,3,1300,9820,2017,,Yes,Yes,2025,665000
354,Mirabel,Saint-Canut,Triplex,7,5,2638,3732,2011,,Yes,Yes,2025,880000
355,Montréal,Saint-Léonard,Triplex,4,4,2604,6874,1978,2008,Yes,Yes,2025,1347000
356,Montréal,Plateau-Mont-Royal,Single Family,3,2,1425,5518,1970,2016,No,Yes,2021,464000
357,Drummondville,Saint-Charles,Condo,1,1,685,,1957,2009,No,No,2023,244000
358,Blainville,Blainville Centre,Townhouse,3,1,879,2769,2007,,No,Yes,2024,295000
359,Montréal,Outremont,Condo,2,1,666,,1983,,No,No,2023,336000
360,Québec,Lebourgneuf,Single Family,4,3,1300,4533,1976,,Yes,Yes,2025,401000
361,Laval,Pont-Viau,Condo,1,1,719,,2021,,Yes,No,2022,399000
362,Boucherville,Boucherville Centre,Single Family,4,2,2103,9378,2001,,Yes,Yes,2024,673000
363,Longueuil,Saint-Hubert,Bungalow,3,1,878,4271,2008,,Yes,Yes,2022,508000
364,Mirabel,Saint-Canut,Single Family,4,3,1049,6602,1973,2021,Yes,Yes,2022,315000
365,Saint-Jean-sur-Richelieu,Iberville,Single Family,5,2,1992,10779,2019,2025,Yes,Yes,2025,522000
366,Boucherville,Boucherville Centre,Single Family,3,3,1845,7891,1994,,No,No,2024,797000
367,Terrebonne,La Plaine,Single Family,3,4,1850,8559,1962,,Yes,Yes,2024,810000
368,Lévis,Lévis Centre,Townhouse,3,3,1219,2143,1976,,Yes,Yes,2023,308000
369,Victoriaville,Centre-Ville,Townhouse,3,2,1261,2295,1967,,Yes,Yes,2024,267000
370,Montréal,LaSalle,Condo,2,2,705,,1999,,No,No,2025,383000
371,Montréal,Villeray,Condo,2,2,885,,1955,2011,No,No,2023,394000
372,Montréal,Saint-Léonard,Triplex,7,3,2485,4250,1997,2005,No,No,2021,905000
373,Rouyn-Noranda,Rouyn Centre,Condo,1,1,784,,1968,,No,No,2022,231000
374,Saguenay,Jonquière,Single Family,4,2,1565,6576,2016,,Yes,Yes,2025,396000
375,Laval,Sainte-Dorothée,Townhouse,3,2,955,2346,1969,2014,No,Yes,2023,467000
376,Rimouski,Rimouski Centre,Single Family,4,2,1469,13617,1964,,Yes,Yes,2025,348000
377,Laval,Chomedey,Single Family,6,2,1547,8964,1985,,Yes,No,2022,660000
378,Mirabel,Sainte-Monique,Single Family,2,3,1439,10818,1997,,Yes,No,2024,466000
379,Blainville,Blainville Centre,Single Family,6,2,1130,8091,1958,,Yes,Yes,2023,339000
380,Gatineau,Aylmer,Townhouse,3,3,1200,4099,1994,2007,Yes,Yes,2024,381000
381,Montréal,Hochelaga-Maisonneuve,Single Family,3,3,891,9058,1918,2014,No,Yes,2023,407000
382,Longueuil,Le Vieux-Longueuil,Townhouse,4,1,1246,2797,1984,,Yes,Yes,2024,468000
383,Vaudreuil-Dorion,Centre-Ville,Single Family,2,3,1307,4261,1957,2024,Yes,Yes,2024,528000
384,Montréal,Rosemont,Single Family,4,2,1205,6245,1935,2010,No,Yes,2024,571000
385,Laval,Vimont,Single Family,4,3,1382,11161,1964,2009,Yes,Yes,2023,641000
386,Saint-Jérôme,Centre-Ville,Triplex,7,3,2664,4930,1969,,Yes,Yes,2021,534000
387,Trois-Rivières,Cap-de-la-Madeleine,Townhouse,2,2,1269,3038,1959,2022,No,Yes,2025,275000
388,Québec,Vanier,Single Family,4,4,1958,3495,1958,,Yes,No,2021,441000
389,Sherbrooke,Rock Forest,Townhouse,3,1,1176,2919,1977,,Yes,Yes,2023,283000
390,Québec,Lebourgneuf,Condo,1,1,748,,1960,2022,No,No,2025,352000
391,Québec,Limoilou,Single Family,3,2,1523,5417,2014,,Yes,Yes,2025,501000
392,Drummondville,Centre-Ville,Single Family,4,2,1393,10175,1965,,Yes,No,2024,366000
393,Québec,Sillery,Single Family,3,2,1361,8463,2020,,Yes,Yes,2021,271000
394,Québec,Limoilou,Townhouse,3,2,1121,3699,1977,2007,Yes,Yes,2025,350000
395,Longueuil,Le Vieux-Longueuil,Condo,2,1,724,,2009,,Yes,No,2021,418000
396,Montréal,Plateau-Mont-Royal,Single Family,5,3,1701,7865,1971,,No,Yes,2021,443000
397,Québec,Vanier,Single Family,2,3,1894,6275,1985,,Yes,Yes,2024,545000
398,Montréal,Rosemont,Single Family,4,3,1647,6508,1907,2025,Yes,Yes,2025,669000
399,Gatineau,Aylmer,Townhouse,2,2,810,2159,1966,,Yes,Yes,2024,303000
400,Vaudreuil-Dorion,Centre-Ville,Single Family,4,2,1120,9495,1984,,No,No,2025,472000
401,Longueuil,Le Vieux-Longueuil,Townhouse,4,2,1158,3530,2015,,Yes,Yes,2024,502000
402,Gatineau,Gatineau Centre,Condo,2,2,755,,1972,,No,No,2021,341000
403,Montréal,Verdun,Condo,3,1,645,,1902,2014,Yes,No,2024,355000
404,Mirabel,Saint-Canut,Condo,2,2,644,,1989,2008,No,No,2025,372000
405,Montréal,LaSalle,Single Family,5,1,1417,5752,1992,2019,No,No,2024,548000
406,Alma,Alma Centre,Single Family,3,4,1614,8592,1996,,Yes,No,2024,306000
407,Dollard-des-Ormeaux,West Island,Single Family,6,3,1617,5748,1985,,Yes,Yes,2023,546000
408,Lévis,Lévis Centre,Townhouse,3,2,1029,3274,1989,,No,No,2021,226000
409,Longueuil,Greenfield Park,Single Family,2,3,1782,7003,1964,,Yes,Yes,2025,863000
410,Lévis,Lévis Centre,Single Family,3,4,1733,6079,2007,,Yes,Yes,2022,372000
411,Québec,Limoilou,Triplex,6,4,2776,4750,2002,,Yes,Yes,2022,674000
412,Saint-Jean-sur-Richelieu,Iberville,Duplex,4,3,1583,5025,1989,,No,Yes,2022,312000
413,Saguenay,Jonquière,Single Family,4,2,1684,8875,1979,2017,Yes,Yes,2023,315000
414,Repentigny,Le Gardeur,Condo,2,1,813,,2017,,Yes,No,2023,528000
415,Terrebonne,Lachenaie,Single Family,5,2,1205,6018,1973,2013,Yes,Yes,2022,593000
416,Québec,Lebourgneuf,Single Family,4,2,1011,8583,1988,2014,Yes,Yes,2022,375000
417,Sherbrooke,Rock Forest,Triplex,6,4,1851,5943,1989,2005,Yes,Yes,2023,597000
418,Longueuil,Le Vieux-Longueuil,Duplex,5,3,1629,5129,2020,,Yes,No,2021,571000
419,Québec,Sainte-Foy,Bungalow,3,2,1169,4267,1966,2020,No,Yes,2024,474000
420,Laval,Chomedey,Condo,2,2,483,,1957,2011,Yes,No,2021,321000
421,Candiac,Candiac Centre,Single Family,5,3,1014,9719,1962,2021,Yes,Yes,2022,387000
422,Québec,Lebourgneuf,Condo,2,1,642,,1970,,Yes,No,2021,205000
423,Montréal,Verdun,Single Family,4,2,1603,11264,1956,2023,Yes,Yes,2025,813000
424,Québec,Val-Bélair,Single Family,3,2,2068,11150,1959,,Yes,Yes,2025,523000
425,Montréal,LaSalle,Single Family,3,2,1623,9291,1948,,No,Yes,2025,601000
426,Alma,Alma Centre,Condo,3,1,784,,2016,,Yes,No,2025,212000
427,Saint-Jérôme,Bellefeuille,Townhouse,3,2,1066,3052,1989,,No,Yes,2024,283000
428,Terrebonne,Terrebonne Ouest,Duplex,3,3,1559,4550,1976,2007,Yes,Yes,2023,612000
429,Québec,Vanier,Single Family,4,2,1583,9120,1938,,No,Yes,2024,466000
430,Boucherville,Boucherville Centre,Condo,3,2,691,,1960,2011,No,No,2024,447000
431,Québec,Sainte-Foy,Duplex,5,2,1549,5840,1969,2019,Yes,Yes,2025,464000
432,Montréal,LaSalle,Condo,2,2,751,,2007,,Yes,No,2023,412000
433,Dollard-des-Ormeaux,West Island,Single Family,3,3,1991,5822,1966,,Yes,Yes,2025,767000
434,Candiac,Candiac Centre,Single Family,5,2,1323,7882,1956,2005,No,Yes,2025,543000
435,Gatineau,Aylmer,Single Family,4,2,1531,10557,1992,2021,Yes,Yes,2025,870000
436,Montréal,Mercier,Single Family,5,2,1497,11733,1962,2009,No,Yes,2024,524000
437,Repentigny,Repentigny Centre,Condo,2,1,494,,2020,,No,No,2024,334000
438,Saint-Jean-sur-Richelieu,Iberville,Single Family,3,2,1428,10421,1988,2011,Yes,Yes,2025,400000
439,Candiac,Candiac Centre,Single Family,5,1,1871,3054,1998,,No,Yes,2023,573000
440,Montréal,Outremont,Single Family,5,4,1902,4947,1964,,Yes,No,2025,701000
441,Vaudreuil-Dorion,Centre-Ville,Condo,2,1,967,,1987,2010,Yes,No,2021,308000
442,Laval,Chomedey,Single Family,6,3,1618,7049,1984,,Yes,Yes,2022,715000
443,Laval,Pont-Viau,Condo,2,1,649,,1962,,No,No,2024,367000
444,Trois-Rivières,Centre-Ville,Townhouse,2,2,1099,2819,1963,,Yes,No,2024,221000
445,Laval,Pont-Viau,Single Family,3,3,2096,8305,1961,2010,Yes,Yes,2022,734000
446,Repentigny,Le Gardeur,Condo,2,1,526,,2016,,Yes,No,2025,426000
447,Québec,Beauport,Single Family,2,3,1228,4798,1966,2013,Yes,Yes,2024,393000
448,Québec,Sillery,Townhouse,4,1,1199,1894,2002,2011,Yes,Yes,2022,290000
449,Candiac,Candiac Centre,Townhouse,4,2,1088,2804,1966,,No,No,2021,277000
450,Sherbrooke,Centre-Ville,Single Family,4,3,1367,9678,1978,2011,Yes,Yes,2023,443000
451,Saint-Jérôme,Bellefeuille,Single Family,4,2,1580,7476,2001,,Yes,Yes,2025,486000
452,Châteauguay,Centre-Ville,Condo,3,2,924,,2017,,Yes,No,2025,381000
453,Sherbrooke,Rock Forest,Duplex,4,3,1875,5149,1993,,Yes,Yes,2025,475000
454,Québec,Charlesbourg,Condo,2,2,689,,2004,,Yes,No,2022,235000
455,Saint-Jean-sur-Richelieu,Centre-Ville,Townhouse,3,2,832,2639,1989,,No,No,2025,215000
456,Terrebonne,Terrebonne Ouest,Duplex,4,4,1552,3864,1996,2013,Yes,Yes,2022,672000
457,Candiac,Candiac Centre,Single Family,4,2,1588,2988,1994,2020,Yes,Yes,2023,596000
458,Terrebonne,Terrebonne Ouest,Triplex,5,5,2129,3116,1958,2010,Yes,Yes,2024,1070000
459,Québec,Vanier,Single Family,5,3,1744,8131,1908,,Yes,Yes,2023,350000
460,Brossard,Solar Uniquartier,Duplex,5,3,1909,4153,1978,,Yes,Yes,2023,717000
461,Saint-Jérôme,Bellefeuille,Condo,1,2,983,,1965,,No,No,2023,298000
462,Québec,Lebourgneuf,Single Family,3,2,1496,9982,1980,,Yes,No,2025,553000
463,Mirabel,Saint-Canut,Condo,3,2,785,,1958,,Yes,No,2023,367000
464,Longueuil,Vieux-Longueuil,Triplex,7,5,1845,6651,1989,2013,No,No,2021,762000
465,Sherbrooke,Lennoxville,Single Family,5,3,967,9606,2001,,Yes,Yes,2023,396000
466,Brossard,Secteur B,Condo,2,2,727,,1991,,Yes,No,2024,399000
467,Sherbrooke,Centre-Ville,Single Family,5,2,1488,7743,2010,,Yes,Yes,2024,519000
468,Lévis,Lévis Centre,Condo,2,1,688,,1997,,No,No,2025,247000
469,Repentigny,Le Gardeur,Single Family,4,2,1431,7507,1975,,Yes,Yes,2024,693000
470,Québec,Val-Bélair,Condo,2,2,500,,1955,,No,No,2025,315000
471,Montréal,NDG,Single Family,4,3,1384,6745,1970,2020,Yes,Yes,2025,721000
472,Brossard,Secteur A,Single Family,3,3,1513,6824,1966,2011,Yes,Yes,2023,610000
473,Drummondville,Centre-Ville,Duplex,4,2,1567,3536,1958,,Yes,No,2023,340000
474,Pointe-Claire,West Island,Single Family,3,3,1141,3984,1964,2010,No,Yes,2023,470000
475,Candiac,Candiac Centre,Triplex,5,4,2244,6119,1959,,Yes,Yes,2021,581000
476,Granby,Centre-Ville,Bungalow,3,2,1103,7445,1955,,Yes,Yes,2021,456000
477,Québec,Lebourgneuf,Single Family,3,4,1474,9282,1995,2010,Yes,Yes,2021,380000
478,Pointe-Claire,West Island,Duplex,4,3,1830,7023,1955,2005,Yes,Yes,2022,619000
479,Terrebonne,La Plaine,Single Family,6,3,1605,8513,1976,2018,Yes,No,2021,674000
480,Montréal,Mercier,Townhouse,2,2,939,2973,1959,2021,Yes,No,2023,354000
481,Longueuil,Vieux-Longueuil,Duplex,5,3,1911,6288,1968,2010,No,Yes,2022,642000
482,Longueuil,Le Vieux-Longueuil,Duplex,5,3,1572,5010,2015,,No,Yes,2025,808000
483,Repentigny,Repentigny Centre,Townhouse,3,2,1158,2255,2005,,No,Yes,2023,498000
484,Baie-Comeau,Baie-Comeau Centre,Single Family,2,3,1416,5085,2003,,Yes,Yes,2021,212000
485,Brossard,Solar Uniquartier,Townhouse,3,3,1236,4069,1998,,No,No,2024,502000
486,Repentigny,Repentigny Centre,Single Family,3,4,1742,4873,1977,,Yes,Yes,2024,607000
487,Brossard,Solar Uniquartier,Single Family,5,3,1649,4631,2009,2023,Yes,Yes,2025,871000
488,Pointe-Claire,West Island,Single Family,3,3,1163,6332,1995,,Yes,No,2022,432000
489,Saguenay,Chicoutimi,Single Family,4,3,1834,4978,1960,2020,Yes,Yes,2023,357000
490,Trois-Rivières,Cap-de-la-Madeleine,Single Family,4,3,1569,4770,1966,2012,Yes,Yes,2025,435000
491,Brossard,Solar Uniquartier,Condo,2,1,571,,1977,2017,Yes,No,2024,462000
492,Laval,Fabreville,Single Family,4,3,938,7678,1995,,Yes,Yes,2024,446000
493,Trois-Rivières,Trois-Rivières-Ouest,Townhouse,2,2,1013,3527,2008,,Yes,Yes,2025,281000
494,Blainville,Blainville Centre,Single Family,6,2,864,4015,1988,2021,Yes,No,2025,415000
495,Québec,Lebourgneuf,Condo,3,2,723,,1921,,Yes,No,2021,260000
496,Montréal,Saint-Léonard,Townhouse,2,2,1034,3068,1919,,Yes,Yes,2023,332000
497,Victoriaville,Centre-Ville,Bungalow,3,1,1052,3763,2015,,Yes,Yes,2025,451000
498,Longueuil,Saint-Hubert,Condo,2,1,927,,1968,,No,No,2021,357000
499,Blainville,Blainville Centre,Townhouse,3,2,1142,3085,1989,2014,Yes,Yes,2023,338000
500,Laval,Vimont,Duplex,5,3,1752,3432,1974,2024,Yes,Yes,2025,735000
501,Terrebonne,Terrebonne Ouest,Townhouse,3,2,1309,3067,1986,2014,Yes,Yes,2021,381000
502,Sherbrooke,Rock Forest,Duplex,5,2,1476,4056,1971,2023,Yes,No,2024,447000
503,Sherbrooke,Centre-Ville,Duplex,5,3,1616,3884,1963,,Yes,Yes,2025,488000
504,Saint-Jérôme,Centre-Ville,Condo,2,2,704,,2015,,No,No,2024,326000
505,Québec,Vanier,Single Family,2,2,1728,6241,2009,,Yes,Yes,2021,433000
506,Saint-Jérôme,Centre-Ville,Bungalow,3,2,850,7190,2020,,Yes,No,2021,242000
507,Brossard,Solar Uniquartier,Single Family,3,3,1222,12253,1997,,Yes,Yes,2023,535000
508,Saint-Bruno-de-Montarville,Centre-Ville,Condo,3,2,618,,1989,,Yes,No,2021,269000
509,Laval,Pont-Viau,Condo,3,2,777,,1998,,Yes,No,2024,534000
510,Longueuil,Vieux-Longueuil,Condo,2,2,693,,2015,2021,Yes,No,2022,384000
511,Québec,Lebourgneuf,Single Family,3,3,1349,9578,2022,,Yes,Yes,2023,413000
512,Québec,Charlesbourg,Single Family,6,1,1267,6976,2018,,Yes,Yes,2025,491000
513,Montréal,Outremont,Condo,1,2,576,,1921,2018,Yes,No,2024,319000
514,Québec,Val-Bélair,Condo,1,2,878,,1993,2021,Yes,No,2025,348000
515,Sherbrooke,Rock Forest,Single Family,5,2,1630,11225,2005,,Yes,Yes,2022,394000
516,Repentigny,Repentigny Centre,Single Family,2,2,1361,8912,2003,,Yes,No,2023,550000
517,Montréal,Verdun,Single Family,4,1,1826,5055,1936,,Yes,Yes,2024,565000
518,Québec,Charlesbourg,Single Family,3,2,1640,13006,1993,,Yes,Yes,2024,462000
519,Laval,Chomedey,Single Family,3,3,973,3339,1973,,No,Yes,2025,490000
520,Saint-Jean-sur-Richelieu,Centre-Ville,Single Family,3,4,1564,10169,1984,2022,Yes,Yes,2023,460000
521,Brossard,Secteur A,Single Family,4,2,1366,6200,1975,2025,Yes,Yes,2025,717000
522,Saint-Jean-sur-Richelieu,Centre-Ville,Single Family,3,3,883,5238,1964,,No,Yes,2022,228000
523,Laval,Chomedey,Single Family,4,3,936,5732,1997,2015,No,Yes,2024,452000
524,Saint-Jérôme,Centre-Ville,Single Family,3,3,1038,5241,1959,,Yes,Yes,2025,302000
525,Boucherville,Boucherville Centre,Single Family,3,3,1869,6901,1969,2007,Yes,Yes,2025,687000
526,Saint-Jean-sur-Richelieu,Centre-Ville,Condo,2,1,760,,1977,2009,No,No,2023,265000
527,Laval,Sainte-Dorothée,Condo,3,2,879,,1958,,Yes,No,2025,608000
528,Alma,Alma Centre,Townhouse,3,3,1082,2194,1996,,Yes,Yes,2024,223000
529,Longueuil,Le Vieux-Longueuil,Bungalow,3,2,1019,7891,1981,,Yes,Yes,2024,486000
530,Longueuil,Greenfield Park,Single Family,3,3,1099,7169,1999,,No,Yes,2022,436000
531,Laval,Pont-Viau,Single Family,4,3,1700,7096,2013,2018,Yes,Yes,2025,794000
532,Montréal,Lachine,Single Family,3,2,1739,5355,1952,2005,No,Yes,2021,544000
533,Terrebonne,Terrebonne Ouest,Duplex,4,3,1685,2773,1987,,Yes,No,2025,747000
534,Québec,Charlesbourg,Condo,1,1,744,,1920,,Yes,No,2024,254000
535,Québec,Beauport,Townhouse,3,1,973,2688,1979,,No,Yes,2024,293000
536,Laval,Sainte-Dorothée,Townhouse,2,3,1193,2843,1980,,Yes,No,2022,408000
537,Montréal,NDG,Condo,2,2,768,,2004,,No,No,2024,383000
538,Longueuil,Vieux-Longueuil,Condo,1,1,547,,1974,2007,Yes,No,2022,370000
539,Québec,Limoilou,Single Family,4,3,1247,9526,2001,,Yes,Yes,2025,493000
540,Blainville,Blainville Centre,Condo,2,2,681,,1957,2025,Yes,No,2025,401000
541,Gatineau,Hull,Condo,3,1,872,,1969,,Yes,No,2022,506000
542,Granby,Centre-Ville,Single Family,3,4,1731,9785,2000,,No,Yes,2025,692000
543,Châteauguay,Centre-Ville,Single Family,3,3,1863,7108,2022,,Yes,Yes,2024,484000
544,Québec,Val-Bélair,Single Family,4,4,1947,9494,1920,,Yes,No,2023,440000
545,Québec,Lebourgneuf,Townhouse,3,2,1129,3860,1976,,No,Yes,2024,305000
546,Brossard,Solar Uniquartier,Triplex,7,5,2291,2904,1987,,Yes,Yes,2024,822000
547,Laval,Sainte-Dorothée,Condo,2,1,563,,1974,,Yes,No,2024,447000
548,Repentigny,Le Gardeur,Single Family,4,3,1640,9488,2004,,Yes,Yes,2024,738000
549,Blainville,Blainville Centre,Single Family,2,3,1548,4217,1976,,Yes,Yes,2025,511000
550,Montréal,Mercier,Single Family,3,2,2098,12490,1938,,Yes,Yes,2025,715000
551,Repentigny,Repentigny Centre,Single Family,4,3,915,5333,1975,,No,Yes,2025,561000
552,Saint-Jean-sur-Richelieu,Iberville,Single Family,4,3,1635,5865,1969,2015,Yes,Yes,2021,308000
553,Montréal,Plateau-Mont-Royal,Condo,3,2,503,,1914,2008,Yes,No,2025,337000
554,Montréal,Outremont,Single Family,3,3,1557,7789,1973,2017,No,No,2025,810000
555,Montréal,Villeray,Townhouse,3,2,1043,3248,1957,,No,Yes,2024,411000
556,Longueuil,Vieux-Longueuil,Single Family,4,2,1642,8691,2014,,Yes,Yes,2025,793000
557,Alma,Alma Centre,Triplex,5,4,2667,5000,2009,,Yes,Yes,2022,368000
558,Montréal,Hochelaga-Maisonneuve,Townhouse,3,2,1391,2810,2020,,Yes,Yes,2021,386000
559,Montréal,Rosemont,Single Family,5,2,1491,5522,1942,,No,No,2023,485000
560,Montréal,Ville-Marie,Condo,2,2,661,,1969,,Yes,No,2021,238000
561,Saint-Jérôme,Centre-Ville,Single Family,5,3,1728,5794,2008,,Yes,Yes,2022,443000
562,Montréal,Saint-Léonard,Single Family,4,3,1139,5536,1941,2023,No,No,2023,454000
563,Saint-Jérôme,Bellefeuille,Single Family,3,2,1510,5944,1976,2025,Yes,Yes,2025,499000
564,Montréal,Rosemont,Bungalow,3,2,955,5106,1974,2024,Yes,Yes,2024,542000
565,Laval,Sainte-Dorothée,Single Family,5,3,1841,7718,2009,,Yes,Yes,2025,891000
566,Lévis,Saint-Nicolas,Single Family,2,4,1404,4330,1963,,Yes,Yes,2024,379000
567,Montréal,LaSalle,Single Family,2,2,1664,6483,1975,,Yes,Yes,2023,528000
568,Châteauguay,Centre-Ville,Triplex,7,3,2189,3874,2018,,No,Yes,2021,458000
569,Terrebonne,Lachenaie,Single Family,5,2,1809,13462,1975,2015,Yes,Yes,2021,551000
570,Terrebonne,La Plaine,Single Family,3,2,1495,8946,2023,,Yes,Yes,2025,933000
571,Sherbrooke,Rock Forest,Single Family,5,3,1747,8297,2022,,Yes,Yes,2024,591000
572,Montréal,Hochelaga-Maisonneuve,Single Family,4,2,1384,8325,1910,2007,No,Yes,2024,537000
573,Gatineau,Aylmer,Single Family,3,2,1016,5129,1999,2013,Yes,No,2025,437000
574,Trois-Rivières,Cap-de-la-Madeleine,Single Family,5,3,1209,8465,1991,,No,Yes,2024,329000
575,Québec,Limoilou,Townhouse,3,2,1169,2708,2017,,Yes,Yes,2023,381000
576,Montréal,Saint-Léonard,Townhouse,3,2,897,1864,1915,,Yes,Yes,2025,351000
577,Granby,Centre-Ville,Single Family,3,3,1496,6371,1980,,Yes,No,2024,527000
578,Vaudreuil-Dorion,Centre-Ville,Condo,2,1,618,,1965,,No,No,2021,245000
579,Québec,Sillery,Condo,2,2,560,,1991,,No,No,2025,280000
580,Laval,Chomedey,Single Family,4,2,1923,4455,1979,2013,No,Yes,2023,683000
581,Saguenay,Jonquière,Single Family,4,3,1471,12505,2005,,Yes,Yes,2025,377000
582,Trois-Rivières,Trois-Rivières-Ouest,Condo,2,1,685,,1968,2005,Yes,No,2025,350000
583,Montréal,LaSalle,Single Family,3,3,1803,10090,1926,,Yes,Yes,2025,630000
